AIT台北办事处处长郦英杰吊唁台军死去士兵，目的何在？,“美在臺協會”（AIT）臺北辦事處處長酈英傑。（圖片來源網絡） 臺海軍陸戰隊本月3日舉行搶灘操演，突擊艇翻覆，造成陳志榮及蔡博宇等士官兵罹難，“美在臺協會”（AIT）臺北辦事處處長酈英傑日前罕見出席這兩名在演習中死去士兵公祭。輿論認爲，酈英傑表達哀悼只是表面動作，實質帶有不可告人的政治目的。 一向“高高在上”的酈英傑，居然親臨臺軍士兵公祭，向受難者家屬握手致哀。如此大費周章，真的是單純想表達哀思嗎？ 當然不是！如果AIT如此好心，爲何在臺灣遭受自然災害的時候，不見AIT臺北辦事處人員前往救災救援、爲死去的民衆弔唁默哀呢？ 那酈英傑此舉目的何在？其一，拉攏感情，固化民進黨當局及臺軍官兵對美的依賴和感激。其二，繼續渲染兩岸敵對情緒，製造危機感，持續強化兩岸對立對抗氛圍。其三，傳達美方作爲“後盾”支持臺軍的信號，提升民進黨當局“以武拒統”“倚美謀獨”的信心和勇氣。 “美國在臺協會”近來動作頻頻，在挑撥兩岸關係方面可謂不遺餘力。從去年底臺灣“兩項選舉”時，大肆污衊稱大陸通過釋放假信息、對臺施壓“影響臺灣選舉”，以此強化“仇中”情緒，藉機影響島內民衆投票傾向。今年4月底，AIT連續在網絡媒體發表煽動言論，鼓動民進黨當局參加世衛組織、世衛大會，以推動臺灣擴大國際參與的藉口，企圖在國際上製造“兩個中國”，加劇兩岸對抗。5月，AIT臺北辦事處處長酈英傑“建議”將“中華職棒”更名爲“臺灣職棒”，明顯是鼓動民進黨當局推動“去中國化”，刻意擴大兩岸嫌隙。 如此看來，AIT是美國挑撥兩岸關係的前哨，島內民衆要看清形勢，認清美國把臺灣當棋子使的真實嘴臉。美國在臺協會給兩岸關係添亂，無非是想加劇兩岸對抗，最終會給臺灣帶來無窮的災難，而不是和平與繁榮。（文/雙九）,red
台军“汉光演习”预演意外致2人死亡，民进党智库成员：台军训练多表演需求，汉光是最大场表演,【環球網報道 記者 尹豔輝】臺軍“漢光”演習預演期間發生快艇翻覆事故，造成7名士兵落水，2名官兵喪生，負責此次訓練任務的楊姓少校，在辦公室樓梯間輕生。據臺灣“中時電子報”7月7日報道，對此，民進黨智庫“新境界文教基金會”副執行長吳怡農點出核心的問題，直言臺軍的訓練長期以來大多是爲了“表演需求”，而每年最大場表演就是“漢光演習”。報道稱，吳怡農在臉書稱，這兩天大家看到海軍陸戰隊的新聞，對於軍隊的訓練與裝備，想必有很多的疑問：爲什麼穿着救生衣仍會溺水（不管水深1.5米還是更深）？他們身上的裝備是否符合需求？有沒有水中卸裝和緊急狀況排除的訓練？有沒有戰場急救的訓練、互相救援的能力？他又說，只要實施訓練就會有風險，訓練更應該符合現實需求。吳怡農說，我們的弟兄姊妹不應該冒無謂的風險，而這帶出一個核心的問題，臺軍首要任務是防衛臺灣，爲什麼陸戰隊在操演“聯合登陸作戰”，要登陸去哪裏？如他所屬的特戰傘兵，要搭C130運輸機跳去哪裏？預想的任務，是合理的嗎？吳怡農說，臺軍的訓練，長期以來大多是爲了“表演需求”，漢光演習就是每年最大場的表演，與防衛作戰可能面臨的真實情境有很大落差，只要順利完成表演、畫面好看，就算是達成任務，但只要操演持續爲了作秀，而沒有實際的防務用途，訓練與裝備就不可能完全到位。吳怡農批評稱，這是多年來的壞習慣，但到現在還沒看到真正的改變，不知道還要浪費多少時間、資源、甚至生命，民進黨當局才願意面對這個問題。據媒體此前報道，臺“海軍陸戰隊”99旅步二營3日上午在桃子園海灘執行“聯合登陸作戰操演訓練”時，一艘“操演用突擊橡皮艇”翻覆，艇上7人落海，其中3人無大礙，4人被送往臺軍高雄總醫院左營分院。4人中1名女士官輕傷住院，另外3人一度失去生命跡象。5日凌晨1時19分，臺軍高雄總醫院左營分院發出消息表示，“本院收治陸戰隊蔡博宇上兵（即上等兵，臺軍軍銜）於7月5日0點36分，家屬同意放棄急救，宣告死亡。”同日，又有一名陳姓士官不治身亡。此次訓練是臺軍將於13日舉行的“漢光演習”的預演。臺灣每年舉辦的“漢光演習”此前已經多次發生事故，在最近幾年更是每年都有士兵死傷的情況出現。對於“漢光演習”，軍事專家宋忠平此前對《環球時報》記者表示，“漢光演習”實際上根本不是演習，而是演戲。是臺當局演給民衆看的，並不具備實戰意義。近年來臺灣兵源嚴重缺乏，武器裝備也大多是老舊的二手貨，臺軍官兵也不想打仗，不知道爲誰而戰，因此“漢光演習”多次發生事故。“漢光演習”對於蔡英文來講只是一場作秀。,red
2名台军淹死地点水深1.5米！台媒当场哗然,據臺“海軍”通報，7月3日臺“海軍陸戰隊”致2人死亡的翻船事故，事發地水深僅1.5米。消息一出，現場記者譁然。有記者詢問“站起來就好了麼”？ 據臺媒報道，7月3日，臺“海軍陸戰隊”在高雄桃子園海灘演訓期間發生橡皮艇翻船事故，造成7人落海，4人被救起後被緊急送醫搶救，最終2死1重傷。 臺“海軍司令部”6日下午召開“聯合登陸作戰操演意外事件調查說明”臨時記者會， 臺“海軍司令部政戰主任”孫常德在記者會上表示，初步排除人爲因素及機械因素，綜合判斷海象增強、涌浪過高的環境因素是這次意外的主要肇因。 在記者會上，有媒體詢問，橡皮艇上官兵身上穿着的裝備是否影響掙脫？或有官兵被艦艇擊中、導致無法做出反應？臺“陸指部副指揮官”馬羣超迴應稱，因有人自行着裝游上來，調查小組已詢問所有人員，可以確認“救生衣、氣瓶作動都正常”，而防護背心本身可以自主漂浮，就算海象惡劣，也不會影響逃生。 至於死亡因素，馬羣超則說，應該排除外力撞擊可能性，可能是下水一剎那嗆水，但沒有被外力擊中，頭部沒有這個狀況。馬羣超同時也否認救援不及時的說法，稱當時海上兵力都在同一片海面上，很快到達現場，不太可能有救援延誤的狀況。 至於事發地點海水深度，馬羣超說，水深大概150釐米，而這一說法也引起記者會現場一片譁然。有記者詢問“站起來就好了麼”？ 馬羣超則迴應道，如果救生衣有作動、有浮力抗板，是有可能站不起來的，因爲救生衣是讓你漂、不是讓你站在那。孫常德還補充說，那邊是沙岸，每個位置深度不太一樣，馬羣超的意思是裝備打開時人沒辦法垂直站立，一定是浮在水面的。 ,red
“台独”强势促统？台媒：大陆不断出招，“台海边界”模糊,“臺獨”強勢促統？臺媒：大陸不斷出招，“臺海邊界”模糊。（圖片來源網絡） 近來，臺海局勢緊繃。臺灣《中國時報》評論指出，520之後，大陸軍機到臺海上空如同逛自家廚房，很明顯，大陸應對民進黨當局的策略又進到新階段，在軍事上，意圖讓兩岸的“臺海邊界”模糊化，在政治上，則是一中清楚化，逐漸沒有模糊空間。 解放軍軍機頻繁出現在臺海上空，自然跟美國宣佈“印太戰略”後，軍事上也打“臺灣牌”，美機美艦來刷存在感有關。大陸方面必須要隨之增加軍機“擾臺”次數，以宣示主權與警示“臺獨”。 評論表示，解放軍軍機繞臺方式，包括多次飛過所謂“海峽中線”、進入臺灣西南所謂“防空識別區”等。一方面以軍事行動讓一箇中國原則打破兩岸原本具體存在的“邊界”，擴大其軍機活動範圍。 另一方面，臺媒分析，藉由頻繁繞臺行動，臺灣軍機也須頻繁升空，大陸方面則可通過電子偵察等方式，摸索臺軍每次的戰術動作，以大數據來分析臺灣的接戰準則。 評論指出，在政治上，當民進黨棄之“九二共識”而不顧，而國民黨則被民進黨牽着走，大陸方面也沒有“擱置爭議”的理由。“臺海邊界”模糊化和一箇中國原則的清楚化，大陸不斷主動出招，臺灣只能被動以對，當綠營的兩岸政策只有守勢，等於把決定權拱手讓給大陸，只要一有破綻，必被攻破。 此前，針對美國軍機飛越臺灣一事，國臺辦明確指出，美軍機飛越臺灣，損害我主權、安全、發展利益，違反國際法和國際關係基本準則，是一起非法行徑和嚴重挑釁事件。我們對此表示強烈不滿和堅決反對。民進黨當局勾結外部勢力侵犯中國主權安全，破壞臺海和平穩定，禍患島內民衆安全福祉。我們對此表示強烈譴責。 與此同時，國臺辦強調，我們有決心、有意志、有能力堅決維護國家主權、安全、發展利益。我們嚴正警告民進黨當局不要誤判形勢，不要低估全體中國人民維護國家主權和領土完整的堅強意志和堅定決心，立即停止上述行徑。（中國臺灣網 高旭）,red
刚起跑，就跌倒！民进党当局“三倍券”没挺过10分钟,剛起跑，就跌倒！民進黨當局“三倍券”沒挺過10分鐘。（圖片來源網絡） 受新冠肺炎疫情影響，臺灣“悶經濟”雪上加霜。臺當局發展事務主管部門29日公佈，5月臺灣景氣對策信號再度亮出代表景氣趨弱的“黃藍燈”，綜合判斷分數爲18分，較上個月減少1分，這是自今年3月以來連續3個月亮“黃藍燈”。 爲提振經濟，挽回頹勢，民進黨當局提出刺激經濟消費券政策，過程幾經波折，最後確定爲“振興三倍券”。雖然在野黨及臺灣民衆多次呼籲民進黨當局能夠直接發放現金，但民進黨方面仍“力排衆議”，堅持推出規則複雜的“三倍券”。 所謂“三倍券”指的是，臺灣民衆可以花1000元（新臺幣，下同）來購買價值3000元的振興券，用來消費。聽起來很不錯，但問題在於領取手續和流程非常麻煩，且消費項目限制極多。 7月1日，“振興三倍券”正式開放預購（是的，你沒聽錯，買券還得提前預約），不過預購窗口開啓不到10分鐘，官網就崩潰了，引發大批網友抱怨。 對此，負責這塊業務的民進黨官員在PTT上回應，“原本設計綁定和預購子系統就是分開處理的，一直都很順利。”該官員表示“一切OK”，但系統當機是事實。這樣自相矛盾的邏輯讓不少網友聽出一臉黑線。 臺灣《中時電子報》評論指出，老實說，民衆哪裏會管系統怎麼樣設計，重要的是安全、方便、快速、好用就好，解釋那麼多專業術語意義不大。 民進黨當局經濟部門官員則解釋，系統出槌是因爲民衆預購太過熱烈，早上9點預購開跑後，前半小時內，每分鐘都涌入數千件申請案。臺媒質疑，如果所言爲真，那當局的計算機系統也未免太遜了吧！看看民間的計算機售票系統，在販售熱門演唱會門票時，秒殺的程度往往比三倍券還要超過許多！ “三倍券”政策從醞釀到草案，再到推動，可謂“一路火花帶閃電”，吐槽、反對之聲不絕於耳。如今一上路就出問題，更加凸顯民進黨行政團隊的自負、傲慢和不專業。有臺灣網友吐槽“發錢都發不好”，這樣的當局還能對它有何經濟期待！（文/關其行）,red
民进党只顾“大菊”，心无大局,民進黨只顧“大菊”，心無大局。（圖片來源網絡） “髮夾彎”這個詞，對於經常關注島內動態的網友來說不算陌生，意思類似於“朝令夕改”。自從民進黨上臺執政後，“髮夾彎”簡直快要成爲民進黨的“專有名詞”了。這不，近期，民進黨“髮夾彎”又添一例！ 早在民進黨在野之時，綠營人士就屢次提出要廢掉“考試院”和“監察院”，但轉回身自己上臺，卻發現這兩個雖然沒有什麼必要存在的機構，卻是個“酬庸”的好地方。 不過民進黨方面似乎不甘於將“監察院”變成“平庸”機構，有意讓其成爲政治鬥爭中的一環。鐵證就是讓揹負數十件案子的前蔡英文辦公室祕書長陳菊，來做“監察院”的“掌門人”。 陳菊作爲“綠中之綠”“獨中之獨”資深民進黨大佬，坐鎮“監察院”，就是要把獨立機構變“斬首機構”，以監察之名，行東廠之事，替民進黨進一步掃清政治障礙。 也因此當民進黨當局的“監察院”人事名單出爐後，招致島內一片罵聲。6月初TVBS民調，就顯示陳菊任“監察院長”僅27%民衆支持，39%民衆反對。 日前，國民黨發動佔領議場活動，抗議此事。國民黨方面原本計劃要佔3天3夜，但最終僅在不到20小時後，就遭到民進黨方面的暴力清場。 對於這次國民黨佔議場，許多輿論大加嘲笑國民黨，尤其以民進黨和綠營覺青笑得最大聲。臺灣《中時電子報》評論指出，如果國民黨這次佔領真這麼不堪，這麼不得社會人心，民進黨何必急着暴力清場？急着結束整個活動？何不放着讓“藍委”自己難看就好？ 這就證明，民進黨口口聲聲“護菊”，捍衛陳菊的絕對偉大光榮正義性，內裏卻是對陳菊的社會認同度並沒有這麼大的信心。 對於此事，臺灣地區領導人蔡英文30日受訪時仍然堅稱，在提名的時候已經向社會各界說明，這張名單上有很多長年來實現社會正義價值、傑出、受到尊敬的人士。看來民進黨又要再一次“強度關山”，“顧全大菊”了。（文/關其行）,red
面对ECFA 民进党难道不觉得脸疼吗,昨批“糖衣毒藥” 今呼“不要終止” 面對ECFA 民進黨難道不覺得臉疼嗎 6月29日是《海峽兩岸經濟合作框架協議》（ECFA）簽署10週年的日子。臺灣地區前領導人馬英九當天髮網文表示，當初兩岸簽訂ECFA，時任民進黨主席的蔡英文揚言一旦執政將發動“公投”廢止，“如今蔡英文敢片面終止ECFA嗎？” 民進黨當局已用行動回答了馬英九，其經濟部門和陸委會近日先後呼籲大陸不要終止ECFA。對此，島內輿論認爲，民進黨當局欠兩岸一個解釋：爲何當初瘋狂抹黑ECFA，發動“太陽花”運動擱淺ECFA後續協議，如今卻要坐收紅利？ECFA是在“九二共識”基礎之上籤訂，如今民進黨當局拒不承認“九二共識”，又憑什麼要求大陸延續ECFA？ 島內業者擔心ECFA終止 馬英九表示，ECFA簽訂後，臺灣石斑魚的年產值，6年內從38億元（新臺幣，下同）增加到84億元，躍居世界第1位。他近日參觀高雄彌陀區龍膽石斑魚、鱸魚、草蝦的養殖場，業者非常擔心ECFA會不會在10週年時被終止，斷了石斑魚出口大陸之路。 跟高雄漁民有同樣擔憂的島內人士不在少數。臺塑集團總裁王文淵近日以臺灣紡織業拓展會董事長的身份挺身號召21家公會力挺ECFA。他表示，臺灣紡織業發展關鍵在大陸，ECFA不可或缺。 臺南市議員吳禹寰近日表示，ECFA若終止，未來臺灣輸往大陸的菠蘿及傳統產業製品，將課徵12％關稅，菠蘿產業可能崩盤，傳統產業也將受到嚴重衝擊。 ECFA於2010年6月29日簽署，同年9月12日生效。依據世界貿易組織（WTO）諒解備忘錄第24條規定，合理期限只有10年。ECFA第16條規定：一方終止本協議，應以書面通知另一方，如協商未能達成一致，則協議自通知方發出終止通知之日起180天終止。 民進黨翻臉如翻書 由於民進黨擱淺了ECFA服貿協議，擋掉了貨貿協議，致使ECFA的主體部分未能生效，而只生效了包含539項臺灣工、農產品的早期收穫清單。儘管如此，ECFA也已經給臺灣帶來巨大好處。 海協會會長張志軍近日介紹，截止到2019年9月底，ECFA貨物貿易早期收穫產品，大陸對臺累計減免關稅約388.8億元人民幣。從2010年到2019年，早收清單中臺灣對大陸出口農產品的增長超過了2倍，大陸已成爲臺灣農產品外銷第一大市場。 ECFA簽訂前後，民進黨對其百般污衊阻撓，稱這是“走向中國”“包着糖衣的毒藥”“喪權辱國的不對稱條約”，會“害死臺灣經濟”，揚言未來民進黨一旦執政，就會發動“公投”廢止ECFA。然而，民進黨當局上臺4年多來，卻好像忘了有這碼事，對ECFA的態度出現了明顯的“髮夾彎”。 之所以這樣，就是因爲ECFA對臺灣有利，若終止將給中小企業帶來巨大沖擊。馬英九說，幾十年來一向是大陸出超3億美元的兩岸農產品貿易，6年前就開始逆轉，臺灣出現1000萬美元的順差，逐年增加，就是拜臺灣農漁產品大量外銷大陸之賜。他質問，“蔡英文敢犧牲這麼多民衆的權益，片面終止ECFA嗎？” “兩岸脫鉤論”露馬腳 兩岸關係因民進黨上臺而急速冰封，但兩岸貿易持續熱絡。據統計，兩岸雙邊貿易佔整體進出口比率居高不下，臺灣對大陸出口至2018年創下新高1379億美元，2019年雖受美中貿易衝突影響，也達1321億美元；10年來，大陸佔臺灣整體出口市場比率平均高達4成。 民進黨一向主張兩岸“脫鉤論”，在野時批評國民黨令臺灣“太依賴大陸”，不應“從世界走向中國”，而應“從中國走向世界”。上臺後則推動“新南向政策”，鼓動臺商“迴流”，力圖在經濟上遠離大陸。新冠肺炎疫情期間，島內綠營“趁疫脫鉤”之聲甚囂塵上。但一個ECFA議題，就讓民進黨馬腳畢露，原來所謂的“兩岸脫鉤”，根本是逞口舌之快和騙人的把戲。 臺灣淡江大學中國大陸研究所教授潘錫堂撰文指出，民進黨當局近期炒作“大陸可能終止ECFA”議題，稱大陸可能借由終止ECFA來“窒息臺灣經濟”“轉移疫情焦點”，實則是搶先製造恐慌、“仇中”情緒，爲自己“甩鍋”預做準備。 大陸一貫全力支持兩岸經貿往來，自然希望ECFA在條件許可時得以延續。張志軍近日表示，“ECFA得來不易，相信兩岸同胞都不希望看到這一重要成果得而復失”。國臺辦發言人馬曉光早前回答相關提問時則表示，大陸切實履行承諾，保障ECFA順利生效實施，“誰在爲兩岸同胞和兩岸業者謀福祉，誰爲謀取政治私利而損害兩岸同胞和兩岸業者的利益，一目瞭然”。 ECFA能否繼續生效，關鍵還在民進黨當局的表現。國民黨孫文學校北院院長林定芃表示，ECFA設有隨時叫停機制，若民進黨當局繼續激化兩岸對立，ECFA的確存在隨時被叫停的可能。 馬英九表示，臺灣能跟大陸籤ECFA，是因爲兩岸之間有“九二共識”的政治互信。民進黨當局反對“九二共識”卻要ECFA，是自相矛盾。他呼籲蔡英文：“只要有利於臺灣，面對‘九二共識’，再一次‘髮夾彎’又何妨？” 王 平 ,red
38.9摄氏度 台北现124年来同期最高温,38.9攝氏度 臺北現124年來同期最高溫 新華社臺北6月29日電（記者吳濟海、傅雙琪）臺灣氣象部門觀測顯示，29日午後臺北市氣溫升至38.9攝氏度，創臺北氣象站設站124年來6月的最高溫紀錄。 氣象局分析，因太平洋高壓及西南風沉降影響，全臺當天都是晴朗炎熱天氣。臺北因盆地效應，下午1時15分，氣溫飆升到38.9攝氏度，是臺北測站設站以來的6月最高溫。 中午時分，記者在臺北市區戶外明顯感受到熱浪襲人，路邊行人不多，不少人打着遮陽傘防曬降溫。 當天，新北市、新竹縣、臺中市、彰化縣、高雄市午後氣溫都超過36攝氏度。氣象部門發佈13縣市高溫燈號。 ,red
【聊点台湾腔】强行“屏蔽”大陆剧，民进党在慌什么？,近年來，大陸熱播劇、綜藝節目在臺灣島內人氣迅速攀升。數據顯示，愛奇藝臺灣站2019年全站流量衝破17億。地鐵上、餐廳裏、馬路邊，時常能看到臺灣民衆用手機、平板電腦觀看大陸影視劇，還會發彈幕和大陸網友互動。 本是兩岸民衆人文交流的好事。可是，島內有些人卻慌了。近日，民進黨當局“通訊傳播委員會”盤查島內5大有線電視業者，確認他們已與大陸的愛奇藝、騰訊等大陸公司終止合作，還要求確保大陸影音平臺“已下架”。 槍口對準大陸影音平臺，恰恰說明戳到了一些“獨”派分子的痛處。 隨着大陸影視劇產業的蓬勃發展，除了古裝歷史劇，不少優質現代劇也廣受臺灣民衆好評。去年熱播的《都挺好》中的親子關係，讓不少臺灣觀衆看到自己生活的影子；今年《安家》中大城市打拼的辛酸也讓“臺北漂”感同身受。相似的煩惱與喜悅，實實在在地拉近了兩岸民衆的心理距離。 但是一些人，就是見不得兩岸同胞情感溝通。爲了政治私利，把大衆喜聞樂見的文娛節目講成了“洪水猛獸”，還動用公權力強行“屏蔽”。民進黨自詡最愛自誇“臺灣軟實力”，碰到大陸影視劇怎麼開始心慌氣短了呢？ 正所謂：隻手遮天，卻不見泰山；“屏蔽”一時，卻難擋大勢！ ,red
赠台大熊猫“圆圆”在台北动物园顺利产仔(图),大熊貓“圓圓”和幼仔在一起。臺北動物園供圖 中新網成都6月29日電 (記者 安源)記者29日從中國大熊貓保護研究中心獲悉，贈臺大熊貓“圓圓”於28日在臺北動物園順利產下幼仔，目前，母女倆各項指標均正常，這是繼2013年首次產仔後，大熊貓“圓圓”第二次產仔。 據瞭解，今年1月19日，中國大熊貓保護研究中心派出專家前往臺北動物園指導大熊貓發情配種工作。經過對雄性大熊貓“團團”的各項指標監測，在當月21日對大熊貓“團團”進行體檢和採精。此後，雙方一直密切關注大熊貓“圓圓”雌激素變化，並嘗試讓兩隻大熊貓進行自然交配，但未成功。 此後受疫情影響，中國大熊貓保護研究中心專家無法赴臺指導人工授精工作，雙方一直通過遠程溝通交流，根據各項行爲指標及荷爾蒙指數值分析，分別在2月26日和27日爲大熊貓“圓圓”進行人工授精，把握住了一年一度的最佳繁殖時機。 大熊貓“圓圓”。(資料圖)中國大熊貓保護研究中心供圖 6月28日8時58分，大熊貓“圓圓”破羊水。經過5個小時的努力，終於在13:53分產下一隻幼仔，幼仔叫聲洪亮，體重186g，經專家通過互聯網遠程鑑定性別爲雌性。目前，母女倆各項指標均正常。大熊貓“圓圓”母性強，帶仔熟練，臺北動物園表示將持續密切關注大熊貓“圓圓”及幼仔的狀況。 據悉，2006年，經過公開徵名，兩隻贈臺大熊貓取名“團團”“圓圓”。2008年12月23日，來自中國大熊貓保護研究中心雅安碧峯峽基地的大熊貓“團團”“圓圓”安家落戶寶島臺灣，深受臺灣民衆喜愛。 從2008年開始，中國大熊貓保護研究中心與臺北動物園在大熊貓飼養繁育方面保持着密切的科研合作，自2011年起，中國大熊貓保護研究中心每年都會派專家前往臺北動物園，指導開展大熊貓發情配種和育幼工作。由於兩隻大熊貓多年嘗試自然交配未果，2011起開始嘗試人工授精，在雙方共同努力下，2013年通過3次人工授精，“圓圓”於2013年7月6日成功誕下首隻幼仔大熊貓“圓仔”。如今，大熊貓“圓圓”再次誕下大熊貓科研合作結晶。(完) ,red
民进党当局坚持不扩大筛检量，罗智强讽：不检验就没感染者，这防疫逻辑多荒谬,【環球網報道 記者 張麗媛】臺灣“中時電子報”27日報道稱，日本官方日前通報一名20多歲日本女學生從臺灣返國，在機場入境時進行新冠病毒檢測，結果呈陽性。消息曝光後，有專家建議臺灣施行入境廣篩。臺灣地區流行疫情指揮中心迴應稱，臺灣每日篩檢量約110件，且社區通報量也比其他地區少，目前的篩檢量已經足夠。對此，國民黨籍臺北市議員羅智強表示，“如果在草原上看到一頭大獅子，張着血盆大口撲過來的時候，要怎麼逃生呢？很簡單把頭埋進沙子，只要看不見獅子就等於獅子不存在，這是臺灣‘神級防疫’的邏輯”。羅智強在島內政論節目“新聞深喉嚨”中表示，臺灣防疫“神邏輯”就是“只要不檢驗，就沒有感染者，少檢驗，感染者就少，看不到感染者，就代表說我們沒有感染者，但日本女學生用身體去證明，這防疫邏輯是多麼荒謬”。羅智強批評，在臺灣沒有檢驗出這名日本女學生感染新冠肺炎，結果人家回國被驗出，“這是很丟臉的一件事情”。他認爲，過去這段時間在“神級防疫”的邏輯下，大家都覺得臺灣很安全，可是全球新冠肺炎感染人數已將近1000萬人、死亡人數將近50萬人，重點是全球每日確診人數不斷創新高，美國還在高峯上，這世界不但不安全，其實是更危險。羅智強還提到，其他地區也可能會質疑臺灣篩檢量不足，就像日本研議開放邊境時，卻排除臺灣。據媒體此前報道，歐盟計劃於7月1日重新開放邊境，首波開放名單亦未包含臺灣。有島內網民粉刺，（歐盟）打臉民進黨當局的吹噓。還有人表示，（臺灣）根本沒有普篩資料，別人怎麼會相信？臺灣一日不加大篩檢量，臺灣就會被視爲疫情不明。臺灣《中國時報》曾在一篇評論文章中表示，各國在決定放寬邊境管制的對象時，疫情是首要顧慮。臺灣的疫情指揮中心一直拒絕進行更多普篩，連小規模的抽樣篩檢也不肯，人口36萬的冰島篩了4.6萬人，臺灣2300萬人只篩了7萬人，全球各地排名第85；每百萬人篩檢數3000多，全球各地排名第138。各地在考慮開放入境時，要看到確鑿的科學數字，才能理解當地社區的感染狀況，以及其旅客所帶來的風險程度。文章稱，這段時間以來，民進黨當局拿着防疫佳績強力進行“大內宣”，對陳時中大行造神，民衆也沉浸在自滿中，卻沒看到臺灣的防疫並不是十全十美，只是不足處被遮掩了起來。文章認爲，民進黨當局與其把一個防疫指揮官搞成人氣王，不如專注在對防疫有幫助的事上，早點對國際交出更有說服力的證據。,red
卢比奥等美议员提案又想强化“美台关系”，专家：那些人是在强刷存在感,【環球時報記者 範凌志】美國國會參衆兩院跨黨派議員當地時間26日提出一個新法案，美媒報道稱，這個名爲“臺灣研究獎學金法案”的新法案計劃每年撥款3200萬美元供聯邦政府公務員到臺灣參加兩年研究交流項目，以強化“美臺關係”並“推進美國在印太地區的價值與利益”。報道稱，該法案由參議院外交委員會成員盧比奧等人共同提出。實施該法案的目的包括：讓美國政府臨時調派任一部門官員，以“臺灣中央當局或臺灣民間機構的研究員身份”到臺灣以普通話進行密集學習，進一步加強“美臺戰略伙伴關係”並擴大對印太地區的理解;幫助美方人員學習普通話，增進他們對臺灣政治經濟及印太地區的理解;鼓勵進一步擴大其他“人文交流”等。“個人認爲，在美國特朗普政府大幅壓縮對外費用和國內經濟一團糟的背景下，該法案可能很難在這屆政府任期內通過。”社科院美國問題專家呂祥27日對《環球時報》記者說，特朗普本人毫無疑問會質疑3200萬美元的費用能給美國帶來什麼收益。值得注意的是，該法案的發起人之一盧比奧是美國反華的最活躍人物之一。呂祥告訴《環球時報》記者，盧比奧本人是美國政壇共和黨勢力的少壯派代表，但由於在2016年共和黨初選中慘遭特朗普羞辱，目前亟須加強存在感。因此，他提出上述法案並不令人驚訝，“從大環境看，我們必須警惕盧比奧等反華人士的動向，他的提案，一方面試圖將臺灣當局與‘印太戰略’這一巨大戰車捆綁，另一方面將‘臺灣牌’變得更加有力。”呂祥表示，從力量對比和歷史大勢來看，“兩岸統一是不可逆的大勢，區區3200萬美元的項目即便實施，對這樣的大勢也構不成任何實質性的影響。”另據美國媒體報道，美衆議院通過法案允許首都成爲美第51個州，而親綠的《自由時報》27日“自嗨”稱，有人曾聯署盼美國買臺灣。有島內網民表示，開玩笑就行了，當真可就慘了。,red
